Season,Core_Mean_NSSR,Suburb_Mean_NSSR,Core_minus_Suburb
Winter,321.62451171875,313.6650695800781,7.959442138671875
Spring,468.56732177734375,460.6641845703125,7.90313720703125
Summer,567.3161010742188,553.4561157226562,13.8599853515625
Autumn,335.4535217285156,327.2643127441406,8.189208984375
