Season,Fold,Rows,R2,MAE,RMSE
Spring,1,84713,0.23853600025177002,8.820435523986816,11.618397139864404
Spring,2,84713,0.21728670597076416,9.00694751739502,11.87827167616128
Spring,3,84713,0.20839309692382812,8.83509635925293,11.644748116271398
Spring,4,84712,0.22556614875793457,8.498900413513184,11.172025239374406
Spring,5,84712,0.2214983105659485,8.777544975280762,11.523679155305135
