Season,Fold,Rows,R2,MAE,RMSE
Summer,1,84713,0.11096078157424927,17.433109283447266,23.432438255496507
Summer,2,84712,0.12146621942520142,17.061594009399414,22.51859379824572
Summer,3,84712,0.11308169364929199,17.313262939453125,23.37792167151921
Summer,4,84712,0.13133585453033447,17.58730697631836,23.999018331160443
Summer,5,84712,0.13022977113723755,17.459871292114258,23.547913101287367
